city,state,country,lat,lng
unknown- airplane,GA,usa,32.1574351,-82.907123
unsure exact name (was driving to NY from FL),GA,usa,27.6648274,-81.5157535
Inarajan (Guam),Guam,usa,13.2791674,144.7302198
Honolulu,HI,usa,21.3098845,-157.8581401
Kihei,HI,usa,20.7399409,-156.4541873
Lahaina,HI,usa,20.882371,-156.6816195
Ewa Beach,HI,usa,21.3123894,-158.0100917
Hilo,HI,usa,19.7216023,-155.084887
Kaneohe,HI,usa,21.4028819,-157.799637
Kapaa,HI,usa,22.0947394,-159.3245926
Keaau,HI,usa,19.6233863,-155.0405077
Maui,HI,usa,20.7983626,-156.3319253
Waianae,HI,usa,21.4427921,-158.1870783
Kailua,HI,usa,21.3945828,-157.743368
Wahiawa,HI,usa,21.4959617,-158.0297748
Kahului,HI,usa,20.8893016,-156.4728725
Lihue,HI,usa,21.9742235,-159.3672769
Haleiwa,HI,usa,21.5927614,-158.1034112
Wailuku,HI,usa,20.8869433,-156.5048344
Kailua Kona,HI,usa,19.6419129,-155.9962255
Mililani,HI,usa,21.4513314,-158.0152807
Kapolei,HI,usa,21.3337389,-158.0823892
Makawao,HI,usa,20.853869,-156.3103368
Waikoloa,HI,usa,19.9372484,-155.7910681
Waimanalo,HI,usa,21.3490045,-157.7157309
Aiea,HI,usa,21.3791929,-157.9308871
Hana,HI,usa,20.7557169,-155.9879885
Kailua-Kona,HI,usa,19.6419129,-155.9962255
Kaunakakai,HI,usa,21.0909869,-157.0186282
Kilauea,HI,usa,22.2120504,-159.4073395
Kona,HI,usa,19.6419129,-155.9962255
Pearl Harbor,HI,usa,21.3548614,-157.9768155
Waikiki,HI,usa,21.2793462,-157.8291847
Captain Cook,HI,usa,19.4889833,-155.9101252
Haiku,HI,usa,20.9175,-156.3258333
Kaanapali,HI,usa,20.9358982,-156.6900541
Pahoa,HI,usa,19.4954397,-154.9494112
Poipu,HI,usa,21.8833158,-159.4681793
Schofield Barracks,HI,usa,21.4951579,-158.0629257
Wailea,HI,usa,20.6871826,-156.4391668
Anahola,HI,usa,22.1473253,-159.3157173
Holualoa,HI,usa,19.6112151,-155.9659926
Kahuku,HI,usa,21.6764151,-157.9473954
Kekaha,HI,usa,21.9692675,-159.7163591
Kula,HI,usa,20.791352,-156.3248772
Lahaina (Maui),HI,usa,20.882371,-156.6816195
Lawai,HI,usa,21.926537,-159.5082684
Mokuleia,HI,usa,21.5801288,-158.1523435
Oahu,HI,usa,21.4389123,-158.0000565
Ocean View,HI,usa,19.0756556,-155.7492635
Pukalani,HI,usa,20.8372717,-156.3438445
Waialua,HI,usa,21.573994,-158.1228422
Wailua,HI,usa,22.0589139,-159.3424803
Waipahu,HI,usa,21.3842759,-158.0029225
Haiku (Maui),HI,usa,20.9175,-156.3258333
Hakalau,HI,usa,19.8944482,-155.1259939
Haleakala National Park,HI,usa,20.7203826,-156.1551524
Hanalei Bay,HI,usa,22.2090776,-159.5067583
Honaunau,HI,usa,19.4574001,-155.8906512
Honokaa,HI,usa,20.079467,-155.4695392
Honoluu,HI,usa,21.3098845,-157.8581401
Ka'anapali,HI,usa,20.9358982,-156.6900541
Kahana,HI,usa,20.9737204,-156.6789367
Kahana Beach,HI,usa,20.9766667,-156.6825
Kaimuki,HI,usa,21.278845,-157.800346
Kapa'a,HI,usa,22.0947394,-159.3245926
Kapaau,HI,usa,20.2344522,-155.8128702
Kea'au,HI,usa,19.6233863,-155.0405077
Kehei,HI,usa,20.7399409,-156.4541873
Laie,HI,usa,21.6470326,-157.9212876
Mt. View,HI,usa,19.5305612,-155.131581
Naalehu,HI,usa,19.0632004,-155.5844596
Nanakuli,HI,usa,21.3876594,-158.1520983
Napili,HI,usa,20.9715181,-156.6771145
Paia,HI,usa,20.9060569,-156.3739778
Pearl City,HI,usa,21.3910364,-157.9715193
Waimea,HI,usa,20.020409,-155.6688831
honolulu,HI,usa,21.3098845,-157.8581401
At sea (Between Panama & Hawaii),HI,usa,8.537981,-80.782127
Barbers Point NAS,HI,usa,,
Cam Highway (?),HI,usa,,
Dublin,HI,usa,53.3498053,-6.2603097
Eden Roc/Big Island,HI,usa,19.4949732,-155.111121
Equator,HI,usa,,
Ford Island,HI,usa,21.3642518,-157.959815
HILO,HI,usa,19.7216023,-155.084887
HONOLULU,HI,usa,21.3098845,-157.8581401
Haena,HI,usa,22.2229583,-159.5575969
"Haena, Kauai",HI,usa,22.2229583,-159.5575969
Hailemaile,HI,usa,20.8732682,-156.338084
Haleakala,HI,usa,20.7096921,-156.2535147
Haleakala (Maui)/Mauna Kea (both),HI,usa,20.7096921,-156.2535147
Haleakala / Kahului,HI,usa,20.8904931,-156.4648701
Haliewa,HI,usa,21.5927614,-158.1034112
Hanalei,HI,usa,22.2059293,-159.4975654
Hanalei Beach,HI,usa,22.2028472,-159.5046669
"Hanalei, Kauai",HI,usa,22.2059293,-159.4975654
Hauula,HI,usa,21.6090383,-157.9093223
Hau¬ula,HI,usa,,
Hawaii,HI,usa,19.8986819,-155.6658568
Hawaii Kai,HI,usa,21.2962334,-157.7019881
Hawaii Kai (Honolulu),HI,usa,21.2962334,-157.7019881
Hawaii Volcano National Park,HI,usa,19.4290543,-155.2568892
Hawaii Volcanoes National Park,HI,usa,19.4290543,-155.2568892
Hawaii's Volcano National Park,HI,usa,19.4963669,-155.4661859
Hawi,HI,usa,20.2381545,-155.8338248
Hawii (Waikiki),HI,usa,21.2793462,-157.8291847
Hickam AFB,HI,usa,21.3473226,-157.94377
Honokowai,HI,usa,20.9715181,-156.6771145
Honokowaii,HI,usa,20.9715181,-156.6771145
Honolulu (Hawaii Kai),HI,usa,21.2962334,-157.7019881
Honolulu (Waikiki),HI,usa,21.2793462,-157.8291847
Honolulu - Waikiki,HI,usa,21.2793462,-157.8291847
Honululu,HI,usa,21.3098845,-157.8581401
Hove,HI,usa,19.0756556,-155.7492635
Huelo,HI,usa,20.9083333,-156.2275
Island Kaui,HI,usa,22.0964396,-159.5261238
Ka'anapali (Maui),HI,usa,20.9358982,-156.6900541
Kahalu'u,HI,usa,21.4542741,-157.8262911
Kailua (Kona),HI,usa,19.6419129,-155.9962255
Kailua Oahu,HI,usa,21.3945828,-157.743368
Kalaeloa,HI,usa,21.3241281,-158.0824586
Kalaheo,HI,usa,21.9255709,-159.5272115
Kamuela,HI,usa,20.020409,-155.6688831
Kamuela (Waimea),HI,usa,20.0171,-155.671822
Kanapali Beach/ Maui,HI,usa,20.9178314,-156.6966248
Kanehoe,HI,usa,21.4028819,-157.799637
Kaneoeh,HI,usa,21.4028819,-157.799637
Kapahi,HI,usa,22.1002778,-159.3605556
Kapalua,HI,usa,20.9994687,-156.6640055
Kapalua/Molokai,HI,usa,20.9994687,-156.6640055
Kapoho,HI,usa,19.506111,-154.8486111
Kapolei (Honolulu),HI,usa,21.3337389,-158.0823892
Kapolei (Oahu),HI,usa,21.3337389,-158.0823892
Kapula Bay (Maui),HI,usa,20.9997641,-156.6663019
Kau,HI,usa,19.2117658,-155.5232577
Kauai,HI,usa,22.0964396,-159.5261238
Kauai (2/miles off north coast of),HI,usa,22.0964396,-159.5261238
Kawaihae,HI,usa,20.0382426,-155.8290952
Kaanapali,HI,usa,,
Kealakekua,HI,usa,19.5185338,-155.9200862
Kealia,HI,usa,22.0984038,-159.3057248
Keaau,HI,usa,,
Kekaha Highway,HI,usa,21.9692675,-159.7163591
Kiluea,HI,usa,22.2120504,-159.4073395
Kipahulu,HI,usa,20.6528725,-156.0571639
Kohala Coast (Big Island),HI,usa,20.0482717,-155.836907
Koloa,HI,usa,21.9036732,-159.4666268
Koneohe Bay,HI,usa,21.4627778,-157.8102778
Kunia,HI,usa,21.4565724,-158.059302
Kurtistown,HI,usa,19.5929892,-155.0579604
LaHaina,HI,usa,20.882371,-156.6816195
Lahaiiina,HI,usa,20.882371,-156.6816195
Lahaina (Puamana) (residential oceanside),HI,usa,20.882371,-156.6816195
Lahania,HI,usa,20.882371,-156.6816195
Lanai,HI,usa,20.8165975,-156.9273193
Lanikai (Honolulu),HI,usa,21.3919444,-157.7158333
Lihue (Kauai),HI,usa,21.9742235,-159.3672769
Makaha,HI,usa,21.4664372,-158.2100098
Makapiu Point,HI,usa,21.3106795,-157.6492622
Maluhia (Maui),HI,usa,20.8884624,-156.5011853
Mana,HI,usa,22.0380556,-159.7722221
Manoa Hills,HI,usa,21.315643,-157.8039891
Manoa Valley (Honolulu),HI,usa,21.2980556,-157.8244444
Maui (Peahi/Jaws),HI,usa,20.9422978,-156.2969176
Maui (in-flight; off coast of),HI,usa,20.7983626,-156.3319253
Maunaloa (Molokai),HI,usa,21.1330056,-157.2125068
Mililani (Oahu/Honolulu),HI,usa,21.4513314,-158.0152807
Mililani (around),HI,usa,21.4513314,-158.0152807
Mokuliea,HI,usa,21.5801288,-158.1523435
Molokai (above),HI,usa,21.1443935,-157.0226297
Mountain View,HI,usa,19.5305612,-155.131581
Napali Coast,HI,usa,22.1682018,-159.6577381
Napili Bay (Maui),HI,usa,20.9964032,-156.6678836
North Shore,HI,usa,21.5616575,-158.0715983
North Shore Oahu,HI,usa,21.5616575,-158.0715983
Oahu (400 miles NW of),HI,usa,21.4389123,-158.0000565
Opihikao,HI,usa,19.4297222,-154.8833333
Pa'akai Point- Mamalahoha Hwy,HI,usa,19.4004802,-155.3368743
Pearl Ridge,HI,usa,21.3855436,-157.9416815
Pearl city,HI,usa,21.3910364,-157.9715193
Po'ipu,HI,usa,21.8833158,-159.4681793
Poi pu,HI,usa,21.8833158,-159.4681793
Poipu Koloa,HI,usa,21.8833158,-159.4681793
Princeville,HI,usa,22.2214996,-159.4815487
Puaena Point Beach Park,HI,usa,,
Puna,HI,usa,19.8986819,-155.6658568
Racine,HI,usa,42.7261309,-87.7828523
Schofield Barracks Military area,HI,usa,21.4951579,-158.0629257
Scofield Barracks,HI,usa,21.4951579,-158.0629257
Shofield Barracks-Civilian,HI,usa,21.4951579,-158.0629257
Volcano,HI,usa,19.4282321,-155.2351628
Waelo,HI,usa,,
Wahkiki,HI,usa,21.2793462,-157.8291847
Waialua Molokai,HI,usa,21.1002778,-156.7613888
Waianae (Oahu),HI,usa,21.4427921,-158.1870783
Waiehu,HI,usa,20.9213889,-156.4969444
Waikapu,HI,usa,20.854937,-156.5035633
Waikele,HI,usa,19.8986819,-155.6658568
Waikiki (Oahu),HI,usa,21.2793462,-157.8291847
Waikiki Beach,HI,usa,21.2793462,-157.8291847
"Wailea, Maui",HI,usa,20.6871826,-156.4391668
Waimea Canyon,HI,usa,22.0726785,-159.6656013
Waipahu Peninsula (Waipahu),HI,usa,21.3842759,-158.0029225
Waipio,HI,usa,21.422137,-158.0030705
Wheeler AAF,HI,usa,21.4846649,-158.0386765
Wikitravel,HI,usa,,
"wailea, mckenna, Maui, HI",HI,usa,20.6744665,-156.4395145
Des Moines,IA,usa,41.5868353,-93.6249593
Cedar Rapids,IA,usa,41.9778795,-91.6656232
Council Bluffs,IA,usa,41.2619444,-95.8608333
Sioux City,IA,usa,42.4963416,-96.4049408
Waterloo,IA,usa,42.492786,-92.3425775
Iowa City,IA,usa,41.6578257,-91.5346169
Ames,IA,usa,42.0307812,-93.6319131
Davenport,IA,usa,41.5236437,-90.5776367
Dubuque,IA,usa,42.506348,-90.6677347
Bettendorf,IA,usa,41.5262641,-90.5072573
Cedar Falls,IA,usa,42.5348993,-92.4453161
Muscatine,IA,usa,41.424473,-91.0432051
West Des Moines,IA,usa,41.5638902,-93.7593841
Urbandale,IA,usa,41.6293984,-93.7607411
Fairfield,IA,usa,41.0076114,-91.9636914
Marion,IA,usa,42.033279,-91.5968958
Ankeny,IA,usa,41.7317884,-93.6001278
Ottumwa,IA,usa,41.0160293,-92.4083022
Mason City,IA,usa,43.1535728,-93.2010367
Fort Dodge,IA,usa,42.4974694,-94.1680158
Keokuk,IA,usa,40.4044731,-91.3963966
Altoona,IA,usa,41.6435514,-93.4750836
Burlington,IA,usa,40.8076529,-91.1128901
Newton,IA,usa,41.7033177,-93.0573533
Coralville,IA,usa,41.6960455,-91.6086028
Marshalltown,IA,usa,42.0494674,-92.9080375
Waukee,IA,usa,41.6149579,-93.8722165
Clinton,IA,usa,41.8444735,-90.1887379
Indianola,IA,usa,41.3580484,-93.5574376
Centerville,IA,usa,40.7290565,-92.8738196
Eldridge,IA,usa,41.6580864,-90.5845822
North Liberty,IA,usa,41.7521876,-91.6075791
Osceola,IA,usa,41.0342618,-93.766759
Oskaloosa,IA,usa,41.2916728,-92.6493595
Spencer,IA,usa,43.1450748,-95.144318
Vinton,IA,usa,42.1646477,-92.0185651
West Branch,IA,usa,41.6714086,-91.3465521
Boone,IA,usa,42.0597047,-93.8802273
Clive,IA,usa,41.6060873,-93.77236
Hiawatha,IA,usa,42.0491958,-91.6815252
Perry,IA,usa,41.8385964,-94.1071797
Polk City,IA,usa,41.7713764,-93.7129997
Webster City,IA,usa,42.4694321,-93.8159149
Adel,IA,usa,41.6144325,-94.017453
Avoca,IA,usa,41.4766571,-95.3380549
Bondurant,IA,usa,41.7019329,-93.4607681
Carroll,IA,usa,42.0655986,-94.8672793
Chariton,IA,usa,41.0199996,-93.3140985
Clear Lake,IA,usa,43.1435564,-93.3788108
Decorah,IA,usa,43.3033056,-91.7857092
Eldora,IA,usa,42.3680382,-93.1057576
Glidden,IA,usa,42.0569297,-94.72887
Knoxville,IA,usa,41.320343,-93.09967
Manilla,IA,usa,41.8896933,-95.233605
New London,IA,usa,40.9269776,-91.3995992
Pella,IA,usa,41.4080327,-92.916405
Rockwell City,IA,usa,42.3952576,-94.6338671
Winterset,IA,usa,41.3308237,-94.0138393
Ainsworth,IA,usa,41.2875208,-91.5515505
Albia,IA,usa,41.0300078,-92.811307
Atlantic,IA,usa,41.4036007,-95.0138776
DeWitt,IA,usa,41.8239952,-90.5389662
Evansdale,IA,usa,42.4691543,-92.281017
Fort Madison,IA,usa,40.6297634,-91.314535
Holstein,IA,usa,42.4891531,-95.545003
Humboldt,IA,usa,42.7208047,-94.2152402
Lamoni,IA,usa,40.622777,-93.9341158
Milford,IA,usa,43.3246863,-95.149996
Mt. Pleasant,IA,usa,40.9716959,-91.5487714
Norwalk,IA,usa,41.475546,-93.6788304
Red Oak,IA,usa,41.0170937,-95.2214477
Rockford,IA,usa,43.0521922,-92.9485301
Sheldon,IA,usa,43.1812107,-95.8569539
Shenandoah,IA,usa,40.7667389,-95.3761506
Tama,IA,usa,41.9627392,-92.576753
Truro,IA,usa,41.2097152,-93.8466116
Windsor Heights,IA,usa,41.6004152,-93.7130733
Algona,IA,usa,43.0699663,-94.233019
Anamosa,IA,usa,42.1083371,-91.2851594
Arlington,IA,usa,42.7491501,-91.6712663
Arnolds Park,IA,usa,43.3727408,-95.1238841
Audubon,IA,usa,41.7180421,-94.9324868
Batavia,IA,usa,40.9942123,-92.1673287
Bradford,IA,usa,42.6330321,-93.2449247
Carter Lake,IA,usa,41.2905534,-95.9180689
Charles City,IA,usa,43.0663612,-92.6724112
Chelsea,IA,usa,41.9203126,-92.3945866
Clarinda,IA,usa,40.7419352,-95.038313
Corning,IA,usa,40.9869306,-94.7335843
Cresco,IA,usa,43.3813568,-92.1140547
Creston,IA,usa,41.0586002,-94.3613474
De Soto,IA,usa,41.5315745,-94.0077785
Denison,IA,usa,42.024988,-95.3588867
Des moines,IA,usa,41.5868353,-93.6249593
Dyersville,IA,usa,42.4836415,-91.1140899
Dysart,IA,usa,42.171659,-92.3062978
Elkader,IA,usa,42.8538739,-91.4054159
Emmetsburg,IA,usa,43.1127427,-94.6830357
Fonda,IA,usa,42.5813666,-94.8460957
Fredericksburg,IA,usa,42.9652547,-92.1996196
Graettinger,IA,usa,43.237733,-94.751303
Granger,IA,usa,41.7610984,-93.8243923
Grimes,IA,usa,41.6883646,-93.7925199
Johnston,IA,usa,41.6709834,-93.7130493
Little Rock,IA,usa,43.4441353,-95.8833524
Manchester,IA,usa,42.4857853,-91.4579698
Manly,IA,usa,43.2907924,-93.2032593
Maquoketa,IA,usa,42.0689088,-90.6656914
Maxwell,IA,usa,41.8919322,-93.3996546
Monticello,IA,usa,42.2383351,-91.1870937
Mount Vernon,IA,usa,41.9219522,-91.4168371
Onawa,IA,usa,42.0266548,-96.0972376
Palo,IA,usa,42.0660485,-91.7961118
Pocahontas,IA,usa,42.7355299,-94.6691467
Primghar (close to),IA,usa,43.0869215,-95.627232
Redfield,IA,usa,41.5894322,-94.19607
Reinbeck,IA,usa,42.323597,-92.5993615
Riverside,IA,usa,41.4797413,-91.5812759
Shellsburg,IA,usa,42.0945385,-91.8693231
Solon,IA,usa,41.8072031,-91.4941481
Spirit Lake,IA,usa,43.4226192,-95.1022313
Storm Lake,IA,usa,42.6430359,-95.2019399
Story City,IA,usa,42.1871601,-93.5955532
Titonka,IA,usa,43.236906,-94.0413443
Ventura,IA,usa,43.1291257,-93.4779849
Waverly,IA,usa,42.7272032,-92.4668511
Webb,IA,usa,42.9485835,-95.0119338
West Liberty,IA,usa,41.5700231,-91.2637695
West Point,IA,usa,40.7167039,-91.4501542
Wheatland,IA,usa,41.8316906,-90.8382014
Williamsburg,IA,usa,41.6611187,-92.0090673
Woodbine,IA,usa,41.7370447,-95.7020596
Woodward,IA,usa,,
Adair,IA,usa,41.50043,-94.6433504
Adair County,IA,usa,41.2741733,-94.479976
Afton,IA,usa,41.0284183,-94.1975786
Akron,IA,usa,42.8288818,-96.5594773
Alden Williams,IA,usa,42.489423,-93.5446544
Allendorf,IA,usa,43.4146902,-95.6433454
Ames (north of),IA,usa,,
Anamosa/Cedar Rapids (between),IA,usa,42.0390624,-91.5961496
Arcadia,IA,usa,42.0872073,-95.0461023
Asbury,IA,usa,42.5144462,-90.751516
Atkins,IA,usa,41.9969436,-91.8621262
Atlantic and Audubon,IA,usa,41.7180421,-94.9324868
Badger,IA,usa,42.6144147,-94.14607
Badger (S. of; N. of Fort Dodge),IA,usa,42.3974963,-94.1513764
Bagley,IA,usa,41.8460964,-94.4299694
Belle Plaine,IA,usa,41.8955529,-92.2757404
Bellevue,IA,usa,42.2588936,-90.4257531
Bentonsport,IA,usa,40.7255856,-91.85378
Bettendorf/Davenport,IA,usa,41.5262641,-90.5072573
Bevington,IA,usa,41.3605472,-93.7907776
Bloomfield,IA,usa,40.7516884,-92.4149074
Bluegrass,IA,usa,41.5089194,-90.7659767
Bonaparte,IA,usa,40.6980874,-91.8032228
Boyden,IA,usa,43.1910906,-96.005853
Brayton,IA,usa,41.5444325,-94.9241522
Brighton,IA,usa,41.1747394,-91.8196149
Brighton (outside of),IA,usa,41.1747394,-91.8196149
Brighton/ Fairfield,IA,usa,41.0076114,-91.9636914
Brighton/Fairfield,IA,usa,41.0076114,-91.9636914
Campo,IA,usa,41.8780025,-93.097702
Carlisle,IA,usa,41.4986013,-93.4835466
Carter lake,IA,usa,41.2905534,-95.9180689
Cascade,IA,usa,42.2986159,-91.0148618
Casey,IA,usa,41.5047095,-94.5183037
Cedar,IA,usa,41.2122326,-92.525745
Center Point,IA,usa,42.1908265,-91.7851772
Clarion,IA,usa,42.7316387,-93.732992
Clarksville,IA,usa,42.7847,-92.6676907
Clearfield,IA,usa,40.8008223,-94.4757947
Clutier,IA,usa,42.0794366,-92.4021334
Coalville,IA,usa,42.4452485,-94.1257916
Coggon,IA,usa,42.2808248,-91.5304412
Colfax,IA,usa,41.6770762,-93.2451249
Columbus Junction,IA,usa,41.2786364,-91.3598775
Colwell,IA,usa,43.1558053,-92.5940738
Coon Rapids,IA,usa,41.8708192,-94.6774786
Coralville (East of),IA,usa,41.6960455,-91.6086028
Correctionville,IA,usa,42.4749887,-95.785565
Council Bluffs (outside of),IA,usa,41.2619444,-95.8608333
Country Side,IA,usa,32.5231999,-92.179025
Croton,IA,usa,40.5902686,-91.690613
Cumming,IA,usa,41.4833235,-93.7624442
Cummings,IA,usa,41.4833235,-93.7624442
Dallas Center,IA,usa,41.6843456,-93.9611859
Davenport (Vanderveer Park),IA,usa,41.5442018,-90.5748458
Dayton,IA,usa,42.2613645,-94.0685672
Decatur,IA,usa,40.7419443,-93.8338346
Decatur City,IA,usa,40.7419443,-93.8338346
Des Moines (Southeast of),IA,usa,41.5868353,-93.6249593
Des Moines (east of),IA,usa,41.5868353,-93.6249593
"Des Moines (east of, 152 mm on I-80)",IA,usa,41.6618993,-93.4823303
Des Moines (metro area),IA,usa,41.5842182,-93.6217802
Dexter,IA,usa,41.5183216,-94.2263482
Dike,IA,usa,42.4641498,-92.6282497
Dorchester,IA,usa,43.4707774,-91.5094633
Dow City,IA,usa,41.9288774,-95.4938899
Dubuque (County  Highway 151),IA,usa,42.9936554,-89.7444038
Dunkerton,IA,usa,42.5699952,-92.1609371
Durant (rural),IA,usa,41.5997498,-90.9107037
Eagle Grove,IA,usa,42.6641396,-93.9044473
Earlham,IA,usa,41.4915674,-94.1229834
East Amana,IA,usa,41.8091737,-91.851011
East Dubuque,IA,usa,42.4922253,-90.6429054
Eldridge (towards; going North on Utica Ridge Road),IA,usa,41.6587379,-90.490695
Elgin,IA,usa,42.9574811,-91.6307065
Elkport (rural area),IA,usa,42.7397104,-91.2779108
Estherville,IA,usa,43.4013478,-94.8391532
Exira,IA,usa,41.591156,-94.8763141
Exline,IA,usa,40.6491835,-92.8404762
Fayette,IA,usa,42.8419255,-91.8021071
Floyd,IA,usa,43.1277502,-92.7363031
Frederika,IA,usa,42.8816453,-92.3082344
Fremont,IA,usa,41.2125116,-92.4354648
Ft.atkinson,IA,usa,43.1433068,-91.9326637
Galena,IA,usa,42.4166744,-90.4290168
Galva,IA,usa,42.5069289,-95.4172221
Gilmore City,IA,usa,42.7291958,-94.4431687
Glenwood,IA,usa,41.0469437,-95.7425056
"Grand Mound (2 miles west of,  on Highway 30)",IA,usa,42.0074884,-93.3807412
Granville,IA,usa,42.9855402,-95.8736256
Greene (SE of),IA,usa,42.8958066,-92.8024158
Grinnell,IA,usa,41.7434092,-92.7232456
Hancock County,IA,usa,43.0387322,-93.6623239
Harlan,IA,usa,41.653044,-95.3255541
Harlan ((assumed from ZIP code)),IA,usa,41.8780025,-93.097702
Harpers Ferry,IA,usa,43.2005358,-91.1531852
Hartley,IA,usa,43.1802719,-95.4770511
Hawarden,IA,usa,42.9963772,-96.4891976
Hazelton,IA,usa,42.6174483,-91.9056039
Hedrick,IA,usa,41.1725134,-92.3087945
Hiawatha/Cedar Rapids,IA,usa,42.0275572,-91.6446637
Hornick,IA,usa,42.2305463,-96.097517
Humeston,IA,usa,40.858892,-93.4974371
Iowa,IA,usa,42.783579,-93.5664034
Iowa (unspecified location),IA,usa,41.6624604,-92.0665197
Iowa (unspecified town),IA,usa,41.6624604,-92.0665197
"Iowa City (near, on I-380)",IA,usa,42.1990673,-91.8268701
"Iowa City Hwy 218 north, I-380 north, Cedar Rapids)",IA,usa,41.9682158,-91.6717575
Iowa Cuty,IA,usa,41.6578257,-91.5346169
Iowa Falls,IA,usa,42.5198868,-93.2645741
Iowa city,IA,usa,41.6578257,-91.5346169
Jasper County,IA,usa,41.6414924,-93.0175712
Jefferson,IA,usa,42.0172457,-94.3774232
Jewell,IA,usa,42.306818,-93.6400274
Kelley,IA,usa,41.950542,-93.66522
Kellogg (outside of),IA,usa,41.7180533,-92.9077629
"Key West, Dubuque",IA,usa,42.4488938,-90.6840171
Keystone (US 30 @),IA,usa,42.0074884,-93.3807412
Keystone (rural),IA,usa,41.9983294,-92.1974065
La Motte,IA,usa,42.2958455,-90.6209631
Lafayette,IA,usa,40.4167022,-86.8752869
Lake City,IA,usa,42.2674828,-94.7338704
Lake Mills,IA,usa,43.419329,-93.5325269
"Lake Poderosa, near Montezuma",IA,usa,41.585834,-92.5274091
Lake View,IA,usa,42.3116499,-95.053324
Langdon,IA,usa,43.2157984,-95.0880489
Larchwood,IA,usa,43.4535861,-96.434205
Laurel,IA,usa,41.8841226,-92.9223156
LeClaire,IA,usa,41.5975061,-90.3462215
Legrand,IA,usa,42.0069336,-92.7754761
Lemars,IA,usa,42.7941567,-96.1655778
Lenox,IA,usa,40.8816547,-94.5619095
Lewis,IA,usa,41.3058237,-95.0833248
Logan,IA,usa,41.6430766,-95.7891219
Lowden,IA,usa,41.8571761,-90.9250832
Lu Verne,IA,usa,42.9082323,-94.0845981
Lynnville,IA,usa,41.5774965,-92.7835261
Malvern,IA,usa,41.006292,-95.5851456
Mapleton,IA,usa,42.1658227,-95.7930621
Martelle,IA,usa,42.0216714,-91.3598896
Maryville,IA,usa,42.6877617,-91.6454324
Mason City (south of),IA,usa,43.1535728,-93.2010367
Maysville,IA,usa,41.6486402,-90.7168091
Mechanicsville,IA,usa,41.9027909,-91.2546067
Mediapolis,IA,usa,41.0080904,-91.1640369
Melbourne,IA,usa,41.9413772,-93.1032569
Merrill,IA,usa,42.7197133,-96.2486357
Milo,IA,usa,41.2916612,-93.4424347
Mingo,IA,usa,41.7674881,-93.2835392
Missouri Valley,IA,usa,41.5563785,-95.8876697
Mondamin,IA,usa,41.7104185,-96.0219777
Montrose,IA,usa,40.5322644,-91.414876
Moorland,IA,usa,42.4419167,-94.2960772
Moravia,IA,usa,40.8916777,-92.8190852
Morning Sun,IA,usa,41.0961428,-91.2576511
Mt Ary,IA,usa,40.7147147,-94.235232
Mt Ayr,IA,usa,40.7147147,-94.235232
Muscatine (area approx. 7mi south),IA,usa,41.424473,-91.0432051
Nashua,IA,usa,42.9522221,-92.5386382
Nebraska City,IA,usa,40.6765745,-95.8593616
Nevada,IA,usa,42.0227184,-93.4523014
New Hampton,IA,usa,43.0592724,-92.317864
"New Sharon, Iowa",IA,usa,41.4666683,-92.6474129
Northwood,IA,usa,43.4441245,-93.2210371
Norwalk (sml town just sw of Des Moines),IA,usa,41.475546,-93.6788304
Oelwein,IA,usa,42.6784949,-91.9119586
Ogden (near),IA,usa,42.0395595,-94.0320167
Okoboji,IA,usa,43.3863521,-95.1483293
"Onawa (Near, on I-29)",IA,usa,42.0111744,-96.1194807
Osage,IA,usa,43.2841382,-92.8190838
Osceloa,IA,usa,41.0342618,-93.766759
Osceola to Kansas City,IA,usa,39.0997265,-94.5785667
Ossian,IA,usa,43.145809,-91.7632108
Otley,IA,usa,41.4638637,-93.0345303
Oxford Junction,IA,usa,41.9836283,-90.9562592
Panora,IA,usa,41.6916535,-94.3630215
Paton,IA,usa,42.165256,-94.2530197
Persia,IA,usa,41.5785516,-95.5687665
Platsmouth (near; on Hwy S 29),IA,usa,41.8780025,-93.097702
Pleasanton,IA,usa,40.5805596,-93.7438345
Pleasantville,IA,usa,41.3869578,-93.2682683
Pleasantville (outskirts of),IA,usa,41.3869578,-93.2682683
Preston,IA,usa,42.0502844,-90.3960275
Quarry,IA,usa,42.0172111,-92.8051986
Quasky,IA,usa,42.394432,-91.7610035
Rathbun,IA,usa,40.8011228,-92.8888099
Reasnor,IA,usa,41.5783259,-93.0232541
Res Moines,IA,usa,41.5868353,-93.6249593
Robins,IA,usa,42.0711084,-91.6668444
Rock Valley,IA,usa,43.2052594,-96.2950263
Rolfe,IA,usa,42.8127501,-94.5269204
Rowley,IA,usa,42.3699889,-91.8440621
Royal,IA,usa,43.0655294,-95.2838876
Ruthven,IA,usa,43.1291322,-94.8991531
Ryan,IA,usa,42.3513791,-91.4815456
"SHENANDOAH, IA",IA,usa,40.7667389,-95.3761506
Sabula,IA,usa,42.0711347,-90.1740169
Saint Charles,IA,usa,41.2883257,-93.8093887
Sanborn,IA,usa,43.1816421,-95.6555674
Shanadoah,IA,usa,40.7667389,-95.3761506
Shelby,IA,usa,41.5161017,-95.45028
Sherrill,IA,usa,42.6038868,-90.7845716
Sidney,IA,usa,40.7483337,-95.6474959
Sigourney,IA,usa,41.3333445,-92.2046255
Silver City (near),IA,usa,41.1133311,-95.637226
